tên hàng hóa,danh mục,kết quả mong muốn
"Lốp xe ô tô Bridgestone Turanza T005A 225/50R18, lốp chống xịt, êm ái","[Lốp & Mâm xe, Mâm xe, Dầu nhớt, Ắc quy, Phụ tùng ô tô, Lốp xe, Michelin, Bridgestone, Goodyear, Kumho, Dunlop, Tire, Vỏ xe ô tô, Lốp xe du lịch, Lốp runflat]",Lốp xe
"Dầu nhớt động cơ tổng hợp Mobil 1 5W-30 Gold, can 4L, dầu nhớt cho xe xăng","[Dầu nhớt & Phụ gia, Dầu phanh, Nước làm mát, Phụ gia xăng, Dầu hộp số, Dầu nhớt, Castrol, Mobil 1, Motul, Shell, Caltex, Engine Oil, Nhớt ô tô, Dầu động cơ, Nhớt tổng hợp]",Dầu nhớt
"Bình chữa cháy bột mini ABC cho xe hơi, 1kg, có tem kiểm định, pccc","[Thiết bị an toàn, Thiết bị cứu hộ, Búa thoát hiểm, Dây câu bình, Bơm lốp, Bình chữa cháy, Fire Stop, Dragon, Yamato, Phụ kiện an toàn, PCCC, Fire Extinguisher, Bình cứu hỏa, Thiết bị phòng cháy]",Bình chữa cháy
"Máy bơm lốp ô tô tự ngắt 70mai Air Compressor Lite, bơm di động 12V","[Thiết bị điện tử ô tô, Máy hút bụi ô tô, Tẩu sạc, Giá đỡ điện thoại, Bơm lốp, 70mai, Michelin, Steelmate, Goodyear, Thiết bị ô tô, Tire Inflator, Bơm lốp điện tử, Bơm hơi mini, Bơm xe hơi]",Bơm lốp
Bộ 4 rèm che nắng ô tô nam châm theo form xe Toyota Vios,"[Rèm & Tấm che nắng, Tấm chắn nắng, Phim cách nhiệt, Bạt phủ xe, Rèm che nắng, Phụ kiện nội thất ô tô, Nam châm, Cuộn hút, Kính lái, Cửa sổ, Car Sunshade, Rèm che nắng xe hơi, Tấm che nắng cửa sổ]",Rèm che nắng
"Cây lau kính nam châm 2 mặt, lau cửa sổ nhà cao tầng, có dây an toàn","[Dụng cụ lau dọn, Cây lau nhà, Dụng cụ vệ sinh, Khăn lau, Nước lau kính, Chổi lau kính, Nam châm, Robot lau kính, Ecovacs, Xiaomi, gia dụng thông minh, Window Cleaner, Dụng cụ lau kính thông minh]",Chổi lau kính
"Bột thông cống, thông tắc bồn cầu cực mạnh Tracatu 100g","[Hóa chất tẩy rửa, Dụng cụ thông tắc, Nước tẩy bồn cầu, Viên tẩy lồng giặt, Bột thông cống, Sifa, Hando, Okay, Sumo, Hóa chất tẩy rửa, Drain Cleaner, Bột thông tắc cống, Hóa chất thông cống]",Bột thông cống
"Túi hút chân không thực phẩm một mặt nhám PA/PE, cuộn 5m size 25cm","[Túi & Màng bọc, Máy hút chân không, Hộp đựng thực phẩm, Màng bọc thực phẩm, Túi zip, Túi hút chân không, PA/PE, Elip, Sunhouse, Đồ dùng nhà bếp, Vacuum Sealer Bag, Túi bảo quản thực phẩm]",Túi hút chân không
"Thuốc nhuộm tóc dạng bọt L'Oréal Paris Excellence Crème màu 6.3 Nâu Vàng, phủ bạc 100%","[Nhuộm & Tạo kiểu tóc, Dầu gội nhuộm tóc, Bột tẩy tóc, Dưỡng tóc, Lược nhuộm, Thuốc nhuộm tóc, L'Oréal, Garnier, Bigen, Revlon, Schwarzkopf, Hair Dye, Thuốc nhuộm tóc tại nhà, Thuốc nhuộm phủ bạc]",Thuốc nhuộm tóc
"Máy sấy tóc ion âm Panasonic EH-NA98-K645, 1800W, công nghệ Nanoe, chăm sóc tóc hư tổn","[Máy sấy & Tạo kiểu tóc, Máy làm tóc, Máy duỗi tóc, Máy uốn tóc, Lược điện, Máy sấy tóc, Panasonic, Philips, Dyson, Sunhouse, Chăm sóc tóc, Hair Dryer, Máy sấy tóc ion, Máy sấy tóc chuyên nghiệp]",Máy sấy tóc
"Tẩy tế bào chết toàn thân Dove Crushed Macadamia & Rice Milk, hũ 298g, tẩy da chết body","[Tẩy tế bào chết cơ thể, Sữa tắm, Dưỡng thể, Tẩy da chết hóa học, Tẩy da chết vật lý, Tẩy tế bào chết body, The Body Shop, Dove, St. Ives, Tree Hut, Chăm sóc cơ thể, Body Scrub, Tẩy da chết cà phê]",Tẩy tế bào chết body
"Kem dưỡng da tay L'Occitane Shea Butter Hand Cream 75ml, cấp ẩm, làm mềm da tay","[Chăm sóc tay & Chân, Chăm sóc móng, Sơn móng tay, Dưỡng da tay, Kem dưỡng tay, L'Occitane, Nivea, Vaseline, Innisfree, The Body Shop, Hand Cream, Kem dưỡng ẩm tay, Chăm sóc da tay khô nẻ]",Kem dưỡng tay
Gel rửa tay khô Bath & Body Works PocketBac hương Japanese Cherry Blossom 29ml,"[Nước rửa tay & Xà phòng, Xà phòng, Nước rửa tay, Cồn y tế, Sữa rửa tay khô, Bath & Body Works, Lifebuoy, Green Cross, Aniosgel, Gel rửa tay, Hand Sanitizer, Nước rửa tay khô mini, Gel rửa tay kháng khuẩn]",Sữa rửa tay khô
"Vé máy bay khứ hồi Sài Gòn (SGN) - Phú Quốc (PQC) hãng Vietjet Air, bay cuối tuần","[Du lịch & Khách sạn, Vé tàu hỏa, Vé xe khách, Tour du lịch, Đặt phòng khách sạn, Vé máy bay, Vietnam Airlines, Vietjet Air, Bamboo Airways, Traveloka, Agoda, Flight Ticket, Vé máy bay giá rẻ, Đặt vé máy bay trực tuyến]",Vé máy bay
"Gói bảo hiểm du lịch quốc tế Chubb, hạng phổ thông, cho chuyến đi Châu Âu 10 ngày","[Bảo hiểm, Bảo hiểm nhân thọ, Bảo hiểm y tế, Bảo hiểm xe máy, Bảo hiểm nhà, Bảo hiểm du lịch, Liberty, Bảo Việt, PVI, AIG, Chubb, Travel Insurance, Bảo hiểm du lịch toàn cầu, Mua bảo hiểm online]",Bảo hiểm du lịch
"Thẻ Garena 200k, nạp sò, kim cương Free Fire, quân huy Liên Quân","[Thẻ game & Phần mềm, Thẻ điện thoại, Thẻ Vcoin, Thẻ Zing, Nạp game, Thẻ Garena, Zing, VTC, Gate, Appota, Dịch vụ số, Game Card, Nạp game online, Thẻ cào game]",Thẻ Garena
"Phần mềm diệt virus Bitdefender Total Security, bản quyền 1 năm cho 5 thiết bị (PC/Mac/Mobile)","[Phần mềm máy tính, Phần mềm văn phòng, Hệ điều hành Windows, Key game, VPN, Phần mềm diệt virus, Kaspersky, Bitdefender, Norton, ESET, BKAV, Antivirus Software, Phần mềm bản quyền, Bảo mật máy tính]",Phần mềm diệt virus
"Gói gia hạn tài khoản Netflix Premium 4K, 1 tháng, xem trên 4 thiết bị","[Tài khoản & Dịch vụ số, Tài khoản Spotify, Youtube Premium, iCloud, Google One, Tài khoản Netflix, Gói Premium, Gói Standard, Gói Basic, Dịch vụ xem phim, Streaming Service, Mua tài khoản Netflix giá rẻ]",Tài khoản Netflix
"Bộ phát Wifi 4G di động TP-Link M7350, tốc độ 150Mbps, pin 8 tiếng, hỗ trợ 10 thiết bị","[Thiết bị mạng, Router Wifi, Modem, USB Wifi, Bộ kích sóng, Bộ phát Wifi, TP-Link, Tenda, Netgear, Linksys, Thiết bị mạng, Wifi Router, Bộ phát Wifi di động, Wifi 4G, Thiết bị phát sóng Wifi]",Bộ phát Wifi
"Quạt điều hòa không khí Sunhouse SHD7727, 30L, có điều khiển từ xa, làm mát nhanh","[Quạt & Máy làm mát, Quạt cây, Quạt treo tường, Quạt trần, Máy lạnh di động, Quạt điều hòa, Sunhouse, Kangaroo, Daikio, Boss, Midea, Air Cooler, Máy làm mát không khí, Quạt hơi nước]",Quạt điều hòa
"Nệm nước mát mùa hè Thiên Thanh size L (75x190cm), đệm nước cho người lớn","[Sản phẩm làm mát, Chiếu trúc, Chiếu điều hòa, Gối nước, Nệm nước, Đệm nước, Thiên Thanh, Hướng Dương, Mimosa, Đồ dùng mùa hè, làm mát, Water Mattress, Đệm mát, Chiếu nước]",Đệm nước
"Áo phao cứu sinh có phản quang, còi, size người lớn, dùng cho đi biển, đi tàu thuyền","[Thiết bị thể thao dưới nước, Phao bơi, Kính bơi, Mũ bơi, Đồ bơi, Áo phao, Yamaha, Thắng Lợi, Bestway, Intex, Thiết bị an toàn dưới nước, Life Vest, Áo phao bơi, Phao cứu sinh]",Áo phao
"Đèn bắt muỗi thông minh Comet CM068, sử dụng tia UV, không hóa chất","[Thiệt bị diệt muỗi, Vợt muỗi, Thuốc xịt côn trùng, Kem chống muỗi, Đèn bắt muỗi, Điện Quang, Comet, Philips, Đại Sinh, Thiết bị gia dụng, Mosquito Killer Lamp, Đèn UV diệt côn trùng, Máy bắt muỗi]",Đèn bắt muỗi
Vỉ 4 viên pin tiểu AA sạc lại được Energizer Recharge Power Plus 2000mAh,"[Pin, Pin sạc, Pin AAA, Pin C, Pin 9V, Pin AA, Energizer, Duracell, Panasonic, Maxell, Pin đồng hồ, Battery, Rechargeable Battery, Pin sạc AA, Pin tiểu]",Pin sạc
"Kính bơi tráng gương Phoenix PN-504, chống mờ, chống tia UV, có hộp đựng","[Phụ kiện bơi lội, Mũ bơi, Quần bơi, Áo bơi, Nút bịt tai, Kính bơi, Phoenix, Speedo, Arena, View, Dụng cụ bơi lội, Swimming Goggles, Kính bơi người lớn, Kính bơi chống tia UV]",Kính bơi
"Quả bóng đá size 5 Động Lực UHV 2.07, bóng thi đấu tiêu chuẩn V-League","[Bóng đá, Giày đá bóng, Găng tay thủ môn, Quần áo bóng đá, Quả bóng đá, Động Lực, Geru Star, Molten, Adidas, Nike, Bóng thi đấu, Soccer Ball, Bóng đá size 5, Phụ kiện bóng đá]",Quả bóng đá
"Ván trượt skateboard Coolstep hình đầu lâu, mặt nhám, bánh xe PU, cho người mới tập","[Thể thao đường phố, Giày trượt patin, Ván trượt penny, Xe scooter, Mũ bảo hiểm, Ván trượt, Skateboard, Longboard, Cruiser, Thể thao đường phố, Dụng cụ thể thao, Ván trượt người lớn]",Ván trượt
"Tệp 100 tờ phim thấm dầu Acnes Oil Remover Film, hút dầu thừa, giữ lớp trang điểm","[Giấy thấm dầu & Phim thấm dầu, Giấy ăn, Khăn giấy, Phim thấm dầu, Xịt khoáng, Giấy thấm dầu, Jomi, Acnes, Mayan, The Face Shop, Mỹ phẩm, Oil Control Film, Giấy thấm dầu Nhật Bản, Chăm sóc da dầu]",Phim thấm dầu
Kem đánh răng cho răng ê buốt Sensodyne Repair & Protect 100g,"[Kem đánh răng chuyên dụng, Chăm sóc răng nhạy cảm, Bàn chải lông mềm, Nước súc miệng, Kem đánh răng, Sensodyne, Colgate Sensitive, P/S, Oral-B, Crest, Kem đánh răng cho răng nhạy cảm, Chống ê buốt]",Kem đánh răng
"Nước giặt quần áo em bé D-nee Organic hương oải hương, can 3000ml, màu tím","[Giặt xả cho bé, Nước xả vải, Bột giặt, Nước giặt cho người lớn, Nước giặt, D-nee, Arau Baby, Kodomo, Wesser, Sản phẩm cho bé, Baby Laundry Detergent, Nước giặt Dnee, Nước giặt hữu cơ]",Nước giặt
"Mì Ý sợi dẹt linguine Barilla No. 13, hộp 500g, mì spaghetti","[Mì Ý & Pasta, Sốt cà chua, Phô mai bột, Lá oregano, Dầu oliu, Mì Ý, Safoco, Barilla, Pasta Zara, La Molisana, Thực phẩm khô, Pasta, Mì spaghetti, Nui, Nguyên liệu món Âu]",Mì Ý
"Cá ngừ ngâm dầu Vissan hộp 185g, cá hộp, thực phẩm ăn liền","[Thực phẩm đóng hộp, Thịt hộp, Pate, Xúc xích, Cá hộp, 3 Cô Gái, Vissan, Hạ Long, Seaspimex, Đồ hộp, Canned Food, Cá ngừ hộp, Thực phẩm tiện lợi]",Cá hộp
"Bánh tráng mỏng siêu dẻo Tân Nhiên, cuốn gỏi cuốn, chả giò, 200g","[Bánh tráng & Bún khô, Bún khô, Miến, Phở khô, Hủ tiếu, Bánh tráng, Safoco, Bánh tráng Meizan, Bánh tráng Mikiri, Đặc sản, Thực phẩm, Rice Paper, Bánh tráng cuốn, Bánh đa nem]",Bánh tráng
"Bột chiên giòn đa dụng Meizan 1kg, bột chiên gà, tôm, cá","[Bột các loại, Bột năng, Bột gạo, Bột chiên xù, Gia vị, Bột chiên giòn, Aji-Quick, Meizan, Tài Ký, Vĩnh Thuận, Hàng tiêu dùng, Frying Flour, Bột tẩm khô chiên, Nguyên liệu nấu ăn]",Bột chiên giòn
"Nước cốt dừa đậm đặc Chaokoh Thái Lan, lon 400ml, làm cà ri, nấu chè","[Nước cốt & Siro, Sữa đặc, Nước cốt chanh, Siro, Nước cốt dừa, Wonderfarm, Chaokoh, Vietcoco, Aroy-D, Nguyên liệu nấu ăn, Coconut Milk, Nước cốt dừa đóng lon, Nguyên liệu pha chế]",Nước cốt dừa
"Dầu hào chay Maggi 820g, chiết xuất từ nấm hương, sốt chay","[Gia vị chay, Nước tương, Dầu mè, Tương ớt, Hạt nêm, Dầu hào, Maggi, Lee Kum Kee, Chinsu, Nam Dương, Gia vị, Oyster Sauce, Dầu hào chay, Sốt nấm, Gia vị cho món chay]",Dầu hào
"Hạt điều rang củi vỏ lụa Bình Phước, túi hút chân không 500g, hạt loại 1","[Hạt & Trái cây sấy, Hạt óc chó, Hạt mắc ca, Hạt hạnh nhân, Nho khô, Hạt điều, Đặc sản Bình Phước, Hạt dinh dưỡng, Vinanuts, Dan-D-Pak, Quà biếu, Cashew Nut, Hạt điều rang muối, Đồ ăn vặt healthy]",Hạt điều
"Set nguyên liệu nấu 10-12 chén chè dưỡng nhan, tuyết yến, nhựa đào, long nhãn, táo đỏ","[Nguyên liệu nấu chè, Táo đỏ, Kỷ tử, Long nhãn, Tuyết yến, Chè dưỡng nhan, Sâm bổ lượng, Chè hạt sen, Món tráng miệng, Nguyên liệu làm đẹp, Thực phẩm khô, Món ngọt]",Chè dưỡng nhan
"Bộ ấm trà sứ Minh Long Jasmine Chim Lạc, 1 bình, 6 chén, 7 đĩa kê","[Bộ ấm chén & Phụ kiện, Ly cốc, Bát đĩa, Đồ gốm sứ, Lọ hoa, Ấm chén, Gốm Bát Tràng, Minh Long, Gốm Chu Đậu, Quà tặng, Đồ dùng nhà bếp, Tea Set, Bộ ấm trà, Dụng cụ pha trà, Gốm sứ cao cấp]",Ấm chén
"Tranh đính đá tự làm 5D, kích thước 50x70cm, phong cảnh thác nước, có khung","[Tranh & Đồ thủ công, Tranh thêu chữ thập, Tranh sơn dầu số hóa, Khung tranh, Dụng cụ làm đồ handmade, Tranh đính đá, DIY, Tranh treo tường, Decor, Thêu thùa, Diamond Painting, Tranh gắn đá, Đồ handmade]",Tranh đính đá
"Ốp lưng iPhone 15 Pro Max trong suốt chống sốc ZAGG Crystal Palace, viền dẻo, lưng cứng","[Ốp lưng & Bao da, Phụ kiện điện thoại, Dán màn hình, Kính cường lực, Cáp sạc, Ốp lưng, Case, Ốp lưng iPhone, Ốp lưng Samsung, In ốp lưng, Cửa hàng phụ kiện, Phone Case, Ốp lưng chống sốc, Ốp trong suốt]",Ốp lưng
"Máy ép chậm Kuvings EVO820, miệng ép rộng, ép nguyên trái, bảo hành 10 năm","[Máy ép, Máy xay sinh tố, Máy ép ly tâm, Máy vắt cam, Máy ép chậm, Hurom, Kuvings, Panasonic, Philips, Đồ gia dụng cao cấp, Slow Juicer, Máy ép hoa quả, Máy ép trái cây]",Máy ép chậm
"Robot hút bụi lau nhà Roborock S8 Pro Ultra, tự động giặt giẻ, sấy khô, hút rác","[Robot dọn dẹp, Máy hút bụi cầm tay, Máy lau nhà, Chổi thông minh, Robot hút bụi, Ecovacs, Xiaomi, Dreame, Roborock, iRobot, Gia dụng thông minh, Robotic Vacuum Cleaner, Robot lau nhà, Robot hút bụi cao cấp]",Robot hút bụi
"Nước lau sàn Sunlight Tinh dầu thiên nhiên hương Lily & Ylang, can 3.6kg","[Nước lau nhà, Nước tẩy rửa, Nước lau kính, Nước tẩy bồn cầu, Nước lau sàn, Lix, Sunlight Lau Sàn, Gift, VIM, Duck, Floor Cleaner, Nước lau sàn khử mùi, Hóa chất vệ sinh]",Nước lau sàn
"Bàn phím cơ không dây Leopold FC900RBT, switch Cherry MX, keycap PBT, bluetooth 5.1","[Bàn phím, Bàn phím giả cơ, Bàn phím văn phòng, Chuột máy tính, Kê tay, Bàn phím cơ, Keychron, Filco, Leopold, Razer, Logitech, Mechanical Keyboard, Bàn phím không dây, Bàn phím gaming]",Bàn phím cơ
"Giày lười nam da bò thật Vascara MOC 0029, giày mọi, màu nâu","[Giày lười & Mọi, Giày tây, Giày sneaker, Sandal, Dép, Giày lười, Biti's, Ananas, Vascara, Juno, Moccasin, Loafer, Giày da nam, Giày công sở nam]",Giày lười
"Áo khoác gió nam 2 lớp The North Face, chống nắng, chống nước, có mũ","[Áo khoác, Áo gió, Áo hoodie, Áo len, Áo cardigan, Áo khoác, Bomber, Jacket, Thời trang nam, aokhoac, Local brand, Windbreaker, Áo khoác dù, Áo khoác chống thấm]",Áo khoác
"Chân váy chữ A ngắn, lưng cao, chất kaki, có lót trong, phong cách Ulzzang","[Chân váy, Chân váy dài, Chân váy midi, Chân váy jean, Váy, Chân váy, Skirt, Thời trang nữ, ulzzang, korean style, chân váy chữ A, Mini Skirt, Chân váy công sở, Chân váy ngắn]",Chân váy
"Quần ống suông cạp cao, chất tuyết mưa, hack dáng, quần tây nữ công sở","[Quần nữ, Quần baggy, Quần culottes, Quần skinny, Quần legging, Quần ống rộng, Wide-leg pants, Thời trang công sở, Quần vải, Quần suông, Trousers, Quần tây nữ, Quần ống đứng]",Quần ống rộng
"Đồng hồ treo tường decor tối giản, kim trôi không gây tiếng ồn, đường kính 30cm","[Đồng hồ, Đồng hồ báo thức, Đồng hồ để bàn, Tranh treo tường, Đồ trang trí, Đồng hồ treo tường, Wall clock, Decor phòng khách, Nội thất, Quartz, Đồng hồ trang trí, Đồng hồ decor]",Đồng hồ treo tường
"Máy lọc không khí và tạo ẩm Sharp KI-N50V-H, lọc bụi mịn PM2.5, khử mùi, diệt khuẩn","[Máy lọc không khí, Máy hút ẩm, Máy tạo ẩm, Quạt không cánh, Máy lọc nước, Máy lọc không khí, Xiaomi, Sharp, Panasonic, Coway, Daikin, Air Purifier, Máy lọc không khí bù ẩm, Máy lọc không khí diệt virus]",Máy lọc không khí
"Nhẫn bạc nữ S925 PNJ hình cỏ 4 lá may mắn, đính đá CZ","[Nhẫn, Trang sức, Lắc tay, Bông tai, Dây chuyền, Vòng cổ, Nhẫn, Bạc 925, PNJ, DOJI, Tiffani, Ring, Nhẫn bạc, Nhẫn nữ, Nhẫn đính hôn, Trang sức bạc]",Nhẫn
"Thắt lưng nam da bò thật, khóa tự động, mặt kim loại, hiệu Owen","[Thắt lưng, Ví da, Cà vạt, Kẹp cà vạt, Nịt bụng, Thắt lưng, Belt, Dây nịt, Pierre Cardin, Owen, Mattana, Dây lưng nam, Thắt lưng da, Phụ kiện nam]",Thắt lưng
"Sổ tay planner Crabit Notebuck, bìa cứng, A5, 200 trang, sổ kế hoạch tuần tháng năm","[Sổ tay & Sổ kế hoạch, Vở viết, Bút ký, Sổ kế hoạch, Planner, Sổ tay, Notebook, Klong, Crabit, Sổ da, Văn phòng phẩm, Sổ ghi chép, Sổ planner, Bullet journal]",Sổ tay
"Hộp 50 bút sáp màu Crayola, màu sắc tươi sáng, an toàn cho bé","[Màu vẽ & Bút màu, Bút chì màu, Màu nước, Bút lông, Giấy vẽ, Màu sáp, Pentel, Crayola, Thiên Long, Colokit, Họa cụ, Crayons, Bút sáp dầu, Màu vẽ cho bé]",Màu sáp
"Kéo văn phòng KDS-170, lưỡi thép không gỉ, tay cầm nhựa, 17cm","[Kéo & Dao, Dao rọc giấy, Băng keo, Hồ dán, Dập ghim, Kéo, Deli, Thiên Long, Plus, KDS, Dụng cụ văn phòng, Scissors, Kéo thủ công, Kéo cắt giấy, Kéo đa năng]",Kéo
"Thẻ game Roblox Gift Card $10, nạp 800 Robux, thẻ US","[Thẻ game trả trước, Voucher game, Nạp Robux, Thẻ Garena, Thẻ Zing, Thẻ game, Roblox, Minecraft, Steam, Dịch vụ game, Thẻ cào, Roblox Card, Mua thẻ game online]",Thẻ game
"Dung dịch vệ sinh phụ nữ Dạ Hương Total Care, chai 120ml, chiết xuất hoa cúc La Mã","[Dung dịch vệ sinh, Băng vệ sinh, Cốc nguyệt san, Chăm sóc cá nhân, Dung dịch vệ sinh, Lactacyd, Dạ Hương, Saforelle, Femfresh, Intima, Feminine Wash, Vệ sinh phụ nữ, Chăm sóc vùng kín]",Dung dịch vệ sinh
"Kem trị sẹo lồi, sẹo thâm Mederma Advanced Scar Gel 20g, tuýp gel bôi sẹo","[Sản phẩm trị sẹo, Kem trị mụn, Kem trị thâm, Sản phẩm trị sẹo, Gel trị sẹo, Kem trị sẹo, Dermatix, Hiruscar, Mederma, ScarZ, Chăm sóc da, Scar Treatment, Gel làm mờ sẹo, Thuốc trị sẹo]",Kem trị sẹo
"Xịt chống sâu răng cho bé Midkid hương dâu, bảo vệ men răng, ngừa ố vàng","[Chăm sóc răng miệng cho bé, Kem đánh răng trẻ em, Bàn chải kẽ, Nước súc miệng, Xịt chống sâu răng, Baybee, Midkid, Ringo, Chăm sóc răng miệng cho bé, little star, Kids Dental Spray, Chống sâu răng cho bé]",Xịt chống sâu răng
"Siro ăn ngon cho bé Appetito Bimbi, chiết xuất thảo dược, chai 200ml, từ Ý","[Vitamin & Siro cho bé, Vitamin D3K2, Men vi sinh, Siro ho, Canxi, Siro ăn ngon, PediaKid, Appetito, Centrum Kids, Fitobimbi, Thực phẩm chức năng cho bé, Siro cho bé biếng ăn, Tăng cường hấp thu]",Siro ăn ngon
"Tinh dầu tràm gió nguyên chất Bé Thơ 100ml, giữ ấm, phòng cảm lạnh cho bé","[Tinh dầu, Dầu khuynh diệp, Dầu gió, Dầu massage, Tinh dầu sả chanh, Tinh dầu tràm, Cung Đình, Bé Thơ, Viên Minh, Tinh dầu tự nhiên, Essential Oil, Tinh dầu tràm Huế, Dầu tràm cho bé]",Tinh dầu tràm
"Cân sức khỏe điện tử Xiaomi Mi Body Composition Scale 2, phân tích 13 chỉ số cơ thể","[Cân sức khỏe, Nhiệt kế điện tử, Máy đo huyết áp, Máy đo đường huyết, Cân cơ học, Cân sức khỏe, Xiaomi, Beurer, Omron, Tanita, Kachi, Smart Scale, Cân điện tử, Cân phân tích chỉ số cơ thể]",Cân sức khỏe
"Nhiệt kế điện tử hồng ngoại đo trán Omron MC-720, đo không cần tiếp xúc, kết quả sau 1 giây","[Nhiệt kế & Thiết bị y tế, Máy đo SpO2, Thiết bị y tế, Nhiệt kế thủy ngân, Dụng cụ y khoa, Nhiệt kế, Microlife, Omron, Beurer, iMediCare, K-Health, Thermometer, Nhiệt kế hồng ngoại, Nhiệt kế điện tử]",Nhiệt kế
"Máy tăm nước không dây Waterpik Cordless Advanced WP-560, 3 chế độ, chống nước","[Thiết bị chăm sóc răng miệng, Chỉ nha khoa, Bàn chải kẽ, Bàn chải điện, Máy tăm nước, Lock&Lock, Waterpik, Panasonic, Philips Sonicare, Vệ sinh răng miệng, Water Flosser, Tăm nước, Máy xỉa răng bằng nước]",Máy tăm nước
"Túi 100 gói hút ẩm silicagel 5g, hạt chống ẩm cho thực phẩm, máy ảnh, tủ quần áo","[Sản phẩm chống ẩm, Chất chống ẩm, Hộp hút ẩm, Than hoạt tính, Túi thơm, Gói hút ẩm, Silicagel, Clay, Bột hút ẩm, Bảo quản đồ vật, Chống nấm mốc, Desiccant, Hạt hút ẩm, Túi chống ẩm]",Gói hút ẩm
"Bạt phủ xe máy cao cấp, vải dù Oxford, chống nắng, chống nước, có khóa","[Bạt phủ & Chăm sóc xe, Mũ bảo hiểm, Khóa đĩa, Áo mưa, Bạt phủ xe, PVC, Vải dù, Chống nắng, Phụ kiện xe máy, Trùm xe, Motorcycle Cover, Bạt che xe máy, Áo trùm xe]",Bạt phủ xe
"Ổ cắm điện đa năng Comet CES30304, 3 ổ 3 chấu, 3 cổng USB, dài 3m, có công tắc","[Ổ cắm & Thiết bị điện, Phích cắm, Công tắc, Aptomat, Dây điện, Ổ cắm, Lioa, Sino, Panasonic, Điện Quang, Thiết bị điện, Power Strip, Ổ cắm kéo dài, Ổ cắm có cổng USB]",Ổ cắm
"Bóng đèn LED bulb Philips MyCare 12W E27, ánh sáng trắng, tiết kiệm điện","[Bóng đèn, Đèn tuýp LED, Đèn ốp trần, Đèn downlight, Bóng đèn compact, Bóng đèn LED, Rạng Đông, Philips, Điện Quang, MPE, Osram, LED Bulb, Bóng đèn tiết kiệm điện, Bóng đèn đui xoáy]",Bóng đèn LED
"Cầu dao chống rò điện (RCBO) Schneider Easy9 32A, aptomat chống giật","[Thiết bị đóng ngắt, MCB, RCBO, Cầu chì, Công tắc, Aptomat, Panasonic, Schneider, LS, Sino, Mitsubishi, Circuit Breaker, Át chống giật, Cầu dao chống giật, Thiết bị an toàn điện]",Aptomat
"Tủ nhựa đựng quần áo 5 tầng 6 ngăn, có bánh xe, hiệu Việt Nhật","[Tủ & Kệ, Tủ gỗ, Tủ vải, Kệ treo quần áo, Tủ sắt, Tủ nhựa, Duy Tân, Việt Nhật, Đại Đồng Tiến, Qui Phúc, Nội thất, Plastic Cabinet, Tủ nhựa cho bé, Tủ đựng đồ]",Tủ nhựa
"Thùng đựng gạo thông minh 2 nút xả, 15kg, có bánh xe, hiệu Komon","[Dụng cụ lưu trữ nhà bếp, Hộp đựng thực phẩm, Thùng rác, Xô nước, Rổ rá, Thùng đựng gạo, Inochi, Duy Tân, Lock&Lock, Komon, Đồ gia dụng nhựa, Rice Dispenser, Thùng gạo thông minh]",Thùng đựng gạo
"Bộ 20 móc treo quần áo inox 304, không gỉ, chắc chắn, dùng cho người lớn","[Dụng cụ phơi đồ, Kẹp phơi, Dây phơi, Giàn phơi thông minh, Sào phơi đồ, Móc quần áo, Móc nhôm, Móc gỗ, Móc nhựa, Inochi, Sunhouse, Clothes Hanger, Móc phơi đồ, Móc inox]",Móc quần áo
"Chai xịt thơm miệng Greelux hương bạc hà 15ml, khử mùi hôi miệng tức thì","[Sản phẩm cho hơi thở, Kẹo cao su, Nước súc miệng, Chỉ nha khoa, Xịt thơm miệng, Listerine, Greelux, Staycool, Dontodent, Chăm sóc hơi thở, Mouth Spray, Xịt họng, Làm thơm miệng]",Xịt thơm miệng
"Lược gỡ rối Wet Brush Original Detangler, dùng được cho tóc khô và ướt","[Lược, Lược tròn, Lược bán nguyệt, Lược điện, Lược chải tóc, Lược gỡ rối, Tangle Teezer, Wet Brush, The Wet Brush, Dụng cụ làm tóc, hair care, Hair Brush, Lược chải tóc rối, Lược massage da đầu]",Lược gỡ rối
"Áo giữ nhiệt sinh nhiệt Uniqlo Heattech Extra Warm cổ tròn, áo thun dài tay","[Đồ lót giữ ấm, Áo lót, Quần lót, Quần giữ nhiệt, Áo ba lỗ, Áo giữ nhiệt, Uniqlo, Canifa, Lans' End, Heattech, Đồ mặc trong, Thermal Underwear, Áo sinh nhiệt, Quần áo mùa đông]",Áo giữ nhiệt
"Combo 3 quần lót nam boxer iBasic, chất thun lạnh, co giãn 4 chiều, thoáng mát","[Đồ lót nam, Quần boxer, Quần sịp đùi, Quần lót không đường may, Đồ lót nam, Quần lót, Calvin Klein, Tommy Hilfiger, Uniqlo, Jockey, iBasic, Men's Underwear, Quần sịp nam, Quần lót boxer]",Quần lót
"Bình sữa Hegen PPSU 240ml, núm ti size M, cổ rộng, chống sặc, bình sữa cho bé","[Bình sữa & Phụ kiện, Núm ti, Máy hâm sữa, Máy tiệt trùng bình sữa, Cọ rửa bình sữa, Bình sữa, Pigeon, Moyuum, Hegen, Avent, Wesser, Baby Bottle, Bình sữa cổ rộng, Bình sữa chống đầy hơi]",Bình sữa
