query,expected,adaptive_lexical_pred,adaptive_lexical_score,adaptive_lexical_correct,adaptive_lexical_specificity,adaptive_lexical_overlap,adaptive_semantic_pred,adaptive_semantic_score,adaptive_semantic_correct,adaptive_semantic_specificity,adaptive_semantic_overlap
"robot hút bụi lau nhà ecovacs deebot t9, rhb tự động hút rác, lau rung",robot hút bụi,robot hút bụi,0.5247517228126526,True,2.4849066497880004,3,robot hút bụi,0.5247517228126526,True,2.4849066497880004,3
"sữa rửa mặt cerave foaming facial cleanser for normal to oily skin 473ml, srm cho da dầu",sữa rửa mặt,sữa rửa mặt,0.13213637471199036,True,2.639057329615259,3,sữa rửa mặt,0.13213637471199036,True,2.639057329615259,3
"dầu gội clear bạc hà 900g, dầu gội đầu trị gàu mát lạnh, dgd",dầu gội,dầu gội,0.10500600934028625,True,1.540445040947149,2,dầu gội,0.10500600934028625,True,1.540445040947149,2
"nước rửa chén sunlight trà xanh nhật bản túi 3.5kg, nrc khử mùi tanh",nước rửa chén,nước rửa chén,0.19285860657691956,True,2.4849066497880004,3,nước rửa chén,0.19285860657691956,True,2.4849066497880004,3
"tã quần huggies platinum nature made size l 68 miếng (9-14kg), bỉm cao cấp cho bé",bỉm,tã quần,0.3927759528160095,False,2.639057329615259,2,tã quần,0.3927759528160095,False,2.639057329615259,2
"sữa tươi tiệt trùng th true milk nguyên chất hộp 1l, sữa hộp, st",sữa tươi,sữa tươi,0.19750747084617615,True,2.639057329615259,2,sữa tươi,0.19750747084617615,True,2.639057329615259,2
"nước hoa nữ chanel coco mademoiselle edp 100ml, nh nữ quyến rũ",nước hoa,nước hoa nữ,0.2322842925786972,False,2.639057329615259,3,nước hoa nữ,0.2322842925786972,False,2.639057329615259,3
"áo thun local brand Degrey form oversize in hình gấu, t-shirt unisex",áo thun,áo thun,0.37821105122566223,True,1.9459101490553135,2,áo thun,0.37821105122566223,True,1.9459101490553135,2
"set bánh tráng phơi sương tự trộn full topping (muối tôm, hành phi, sa tế, tắc), đặc sản Tây Ninh",bánh tráng trộn,bánh tráng phơi sương,0.8210591077804565,False,2.4849066497880004,4,bánh tráng phơi sương,0.8210620880126953,False,2.4849066497880004,4
"trà mãng cầu giã tay handmade, ly 700ml, trend đồ uống giải nhiệt mùa hè",trà mãng cầu,trà mãng cầu,0.6140681505203247,True,2.4849066497880004,3,trà mãng cầu,0.6140681505203247,True,2.4849066497880004,3
"bộ pijama lụa mango dài tay mặc nhà, họa tiết hoa nhí, đồ ngủ cao cấp",pijama,đồ mặc nhà,0.3387315273284912,False,2.4849066497880004,3,đồ mặc nhà,0.33872660994529724,False,2.4849066497880004,3
"gấu bông heo tiktok đội mũ bảo hiểm cute, thú nhồi bông, gối ôm, quà tặng sinh nhật",gấu bông,gấu bông heo,0.5404224991798401,False,2.4849066497880004,3,gấu bông heo,0.5404224991798401,False,2.4849066497880004,3
"pass vé concert Westlife tại HN, khu CAT 2, k pass lẻ, gdtt",vé concert,pass vé,0.4217604398727417,False,2.639057329615259,2,pass vé,0.4217604398727417,False,2.639057329615259,2
"vịt vàng đội nón bảo hiểm gắn chong chóng trang trí xe máy, xe đạp, đồ chơi cute",vịt vàng tiktok,đồ chơi xe,0.13257728517055511,False,1.7047480922384253,3,đồ chơi xe,0.1325758546590805,False,1.7047480922384253,3
"ốp lưng iphone 15 plus in hình luffy gear 5, case anime one piece, ốp dẻo chống sốc",ốp lưng,ốp lưng,0.4533138573169708,True,2.4849066497880004,2,ốp lưng,0.4533138573169708,True,2.4849066497880004,2
"combo 50 sticker meme 'chúa hề' chống nước dán mũ bảo hiểm, vali, laptop",sticker,sticker,0.1271117925643921,True,1.3862943611198906,1,sticker,0.12711264193058014,True,1.3862943611198906,1
"túi tote vải canvas local brand Levents, túi đeo vai đi học, đi làm, in chữ 'my animal series'",túi tote,túi tote,0.6061333417892456,True,2.4849066497880004,2,túi tote,0.6061333417892456,True,2.4849066497880004,2
"dép crocs classic clog màu đen, tặng kèm 10 jibbitz ngẫu nhiên, sục đi mưa",dép sục,jibbitz,0.8079365491867065,False,2.4849066497880004,1,jibbitz,0.8079365491867065,False,2.4849066497880004,1
"nến thơm healing aurore 'a walk in the woods' mùi gỗ thông, sáp đậu nành, tinh dầu thiên nhiên",nến thơm,nến thơm,0.7412905097007751,True,2.4849066497880004,2,nến thơm,0.7412905097007751,True,2.4849066497880004,2
"bộ bài tarot The Wild Unknown cho người mới bắt đầu, 78 lá, có sách hướng dẫn tiếng Việt",bài tarot,the wild unknown,0.50118088722229,False,2.5649493574615367,3,the wild unknown,0.5011851787567139,False,2.5649493574615367,3
